Q,A,label
부산어묵면의 칼로리는 몇이야?,1회 (350g)당 - 칼로리: 116kcal | 지방: 3.50g | 탄수화물: 13.00g | 단백질: 8.00g,1
부추부침개의 칼로리는 몇이야?,1 소접시당 - 칼로리: 172kcal | 지방: 6.46g | 탄수화물: 22.15g | 단백질: 7.26g,1
부침개의 칼로리는 몇이야?,1 소접시당 - 칼로리: 162kcal | 지방: 5.80g | 탄수화물: 20.07g | 단백질: 7.60g,1
북어채무침의 칼로리는 몇이야?,(1캔)(80g)당 - 칼로리: 175kcal | 지방: 5.00g | 탄수화물: 16.00g | 단백질: 16.00g,1
북어포의 칼로리는 몇이야?,(100g)  당 - 칼로리: 343kcal | 지방: 3.60g | 탄수화물: 0g | 단백질: 77.22g,1
불고기 와퍼 주니어의 칼로리는 몇이야?,(1인분)  (158g)당 - 칼로리: 380kcal | 지방: 0.00g | 탄수화물: 380.00g | 단백질: 18.00g,1
불고기의 칼로리는 몇이야?,(1인분)당 - 칼로리: 486kcal | 지방: 23.86g | 탄수화물: 14.77g | 단백질: 48.38g,1
불고기피자의 칼로리는 몇이야?,2조각 (178g)당 - 칼로리: 480kcal | 지방: 12.00g | 탄수화물: 74.00g | 단백질: 22.00g,1
불골뱅이의 칼로리는 몇이야?,(100g)당 - 칼로리: 150kcal | 지방: 0.50g | 탄수화물: 27.00g | 단백질: 9.00g,1
불낙전골의 칼로리는 몇이야?,1 대접당 - 칼로리: 372kcal | 지방: 17.54g | 탄수화물: 29.42g | 단백질: 30.79g,1
불싸이버거의 칼로리는 몇이야?,1개 (225g)당 - 칼로리: 504kcal | 지방: 5.00g | 탄수화물: 76.00g | 단백질: 27.00g,1
붕어찜의 칼로리는 몇이야?,(1인분)당 - 칼로리: 198kcal | 지방: 9.94g | 탄수화물: 8.65g | 단백질: 18.13g,1
뷰핏 스파클링타임 플레인의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
브라운치즈 와플의 칼로리는 몇이야?,1봉 (26g)당 - 칼로리: 125kcal | 지방: 5.30g | 탄수화물: 17.50g | 단백질: 2.00g,1
브런치크랩의 칼로리는 몇이야?,s1회 (30g)당 - 칼로리: 25kcal | 지방: 0.00g | 탄수화물: 3.00g | 단백질: 3.00g,1
브레번 사과의 칼로리는 몇이야?,(1개) 중간크기당 - 칼로리: 71kcal | 지방: 0.24g | 탄수화물: 19.06g | 단백질: 0.36g,1
브이플랜 청사과&허브의 칼로리는 몇이야?,(1컵) (330ml)당 - 칼로리: 116kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g,1
블랙베리의 칼로리는 몇이야?,(1컵)당 - 칼로리: 62kcal | 지방: 0.71g | 탄수화물: 13.84g | 단백질: 2.00g,1
블랙슈가 밀크티의 칼로리는 몇이야?,(1인분)  (300ml)당 - 칼로리: 260kcal | 지방: 7.00g | 탄수화물: 44.00g | 단백질: 5.00g,1
블루 크랩의 칼로리는 몇이야?,(100g)  당 - 칼로리: 87kcal | 지방: 1.08g | 탄수화물: 0.04g | 단백질: 18.06g,1
블루베리에이드의 칼로리는 몇이야?,1회 (190ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
블루베리의 칼로리는 몇이야?,(1컵)당 - 칼로리: 83kcal | 지방: 0.48g | 탄수화물: 21.01g | 단백질: 1.07g,1
비락식혜 (238ml)의 칼로리는 몇이야?,(1캔)(238ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g,1
비빔국수의 칼로리는 몇이야?,(1인분)당 - 칼로리: 425kcal | 지방: 7.22g | 탄수화물: 74.10g | 단백질: 14.76g,1
비빔냉면의 칼로리는 몇이야?,(1인분)당 - 칼로리: 463kcal | 지방: 9.34g | 탄수화물: 75.92g | 단백질: 17.37g,1
비빔밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 586kcal | 지방: 13.99g | 탄수화물: 89.78g | 단백질: 22.05g,1
비타500 스파클링의 칼로리는 몇이야?,(1인분)  (250ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 28.00g | 단백질: 0.00g,1
비타500 아이스의 칼로리는 몇이야?,(1인분)  (230ml)당 - 칼로리: 160kcal | 지방: 0.00g | 탄수화물: 40.00g | 단백질: 0.00g,1
비타민 워터 바이탈브이의 칼로리는 몇이야?,1회 (250ml)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g,1
빙 체리의 칼로리는 몇이야?,(1개)당 - 칼로리: 4kcal | 지방: 0.01g | 탄수화물: 1.09g | 단백질: 0.07g,1
빨간 산딸기의 칼로리는 몇이야?,(1컵)당 - 칼로리: 64kcal | 지방: 0.80g | 탄수화물: 14.69g | 단백질: 1.48g,1
사과 드링크의 칼로리는 몇이야?,(1캔)(180ml)당 - 칼로리: 48kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g,1
사과 바나나의 칼로리는 몇이야?,(1개)당 - 칼로리: 65kcal | 지방: 0.24g | 탄수화물: 16.67g | 단백질: 0.80g,1
사과&크렌베리의 칼로리는 몇이야?,1병 (300ml)당 - 칼로리: 136kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 0.00g,1
사과대추의 칼로리는 몇이야?,(100g)  당 - 칼로리: 79kcal | 지방: 0.2g | 탄수화물: 20.23g | 단백질: 1.2g,1
사과의 칼로리는 몇이야?,(1개) 중간크기당 - 칼로리: 72kcal | 지방: 0.23g | 탄수화물: 19.06g | 단백질: 0.36g,1
사과즙의 칼로리는 몇이야?,100ml당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g,1
사이다의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 22.00g | 단백질: 0.00g,1
사조참치 살코기 안심따개의 칼로리는 몇이야?,(1인분)  (135g)당 - 칼로리: 290kcal | 지방: 20.00g | 탄수화물: 1.00g | 단백질: 26.00g,1
산낙지의 칼로리는 몇이야?,(100g)  당 - 칼로리: 60kcal | 지방: 1.32g | 탄수화물: 1.57g | 단백질: 9.77g,1
산딸기의 칼로리는 몇이야?,(1컵)당 - 칼로리: 64kcal | 지방: 0.80g | 탄수화물: 14.69g | 단백질: 1.48g,1
산적의 칼로리는 몇이야?,(1인분)당 - 칼로리: 639kcal | 지방: 34.45g | 탄수화물: 40.70g | 단백질: 39.71g,1
살구의 칼로리는 몇이야?,(1개)당 - 칼로리: 17kcal | 지방: 0.14g | 탄수화물: 3.89g | 단백질: 0.49g,1
살코기 동원참치의 칼로리는 몇이야?,(1캔)(85g)당 - 칼로리: 180kcal | 지방: 13.00g | 탄수화물: 0.00g | 단백질: 16.00g,1
삶은 또는 찐 왕새우의 칼로리는 몇이야?,(100g)  당 - 칼로리: 81kcal | 지방: 1.19g | 탄수화물: 0g | 단백질: 16.63g,1
삶은오징어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 105kcal | 지방: 1.58g | 탄수화물: 3.53g | 단백질: 17.86g,1
삼치구이의 칼로리는 몇이야?,(1토막)당 - 칼로리: 126kcal | 지방: 7.71g | 탄수화물: 0.15g | 단백질: 13.05g,1
삼치의 칼로리는 몇이야?,(100g)  당 - 칼로리: 177kcal | 지방: 10.02g | 탄수화물: 0g | 단백질: 20.25g,1
삼치조림의 칼로리는 몇이야?,(1인분)당 - 칼로리: 196kcal | 지방: 7.69g | 탄수화물: 7.03g | 단백질: 22.77g,1
상어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 130kcal | 지방: 4.51g | 탄수화물: 0.0g | 단백질: 20.98g,1
상추겉절이의 칼로리는 몇이야?,1 소접시당 - 칼로리: 33kcal | 지방: 1.27g | 탄수화물: 4.80g | 단백질: 1.72g,1
상큼한 포도즙의 칼로리는 몇이야?,100ml당 - 칼로리: 40kcal | 지방: 0.10g | 탄수화물: 9.50g | 단백질: 0.30g,1
새우 스캠피의 칼로리는 몇이야?,(1컵)당 - 칼로리: 288kcal | 지방: 21.53g | 탄수화물: 0.01g | 단백질: 22.94g,1
새우구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 154kcal | 지방: 5.03g | 탄수화물: 1.17g | 단백질: 24.47g,1
새우의 칼로리는 몇이야?,(100g)  당 - 칼로리: 106kcal | 지방: 1.73g | 탄수화물: 0.91g | 단백질: 20.31g,1
새조개의 칼로리는 몇이야?,(100g)  당 - 칼로리: 110kcal | 지방: 1.82g | 탄수화물: 0.71g | 단백질: 21.35g,1
생굴의 칼로리는 몇이야?,(100g)  당 - 칼로리: 81kcal | 지방: 2.3g | 탄수화물: 4.95g | 단백질: 9.45g,1
생대추의 칼로리는 몇이야?,(1개)당 - 칼로리: 4kcal | 지방: 0.01g | 탄수화물: 1.01g | 단백질: 0.05g,1
생선 구이의 칼로리는 몇이야?,(1마리) 필렛당 - 칼로리: 123kcal | 지방: 1.33g | 탄수화물: 0.31g | 단백질: 25.53g,1
생선까스의 칼로리는 몇이야?,(1인분)당 - 칼로리: 527kcal | 지방: 20.73g | 탄수화물: 43.60g | 단백질: 39.17g,1
생선반죽 튀김의 칼로리는 몇이야?,(1마리) 필렛당 - 칼로리: 267kcal | 지방: 15.24g | 탄수화물: 8.99g | 단백질: 22.41g,1
생선의 칼로리는 몇이야?,(100g)  당 - 칼로리: 84kcal | 지방: 0.92g | 탄수화물: 0.0g | 단백질: 17.76g,1
생선전의 칼로리는 몇이야?,(1인분)당 - 칼로리: 300kcal | 지방: 11.48g | 탄수화물: 19.14g | 단백질: 28.25g,1
생선조림의 칼로리는 몇이야?,(1인분)당 - 칼로리: 302kcal | 지방: 8.43g | 탄수화물: 17.21g | 단백질: 35.91g,1
생선찜의 칼로리는 몇이야?,(1인분)당 - 칼로리: 190kcal | 지방: 6.35g | 탄수화물: 15.53g | 단백질: 18.26g,1
생크림 와플의 칼로리는 몇이야?,(100g)당 - 칼로리: 338kcal | 지방: 19.00g | 탄수화물: 11.00g | 단백질: 5.00g,1
생태찌개의 칼로리는 몇이야?,(1인분)당 - 칼로리: 235kcal | 지방: 5.32g | 탄수화물: 15.47g | 단백질: 32.65g,1
샤르도네 와인의 칼로리는 몇이야?,1 잔당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 2.39g | 단백질: 0.07g,1
샤인 온 더 비치의 칼로리는 몇이야?,(1캔)(340ml)당 - 칼로리: 64kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
샤인머스캣의 칼로리는 몇이야?,(100g)  당 - 칼로리: 69kcal | 지방: 0.16g | 탄수화물: 18.1g | 단백질: 0.72g,1
석류골드의 칼로리는 몇이야?,1회 (80ml)당 - 칼로리: 36kcal | 지방: 0.00g | 탄수화물: 9.00g | 단백질: 0.00g,1
석류드링크의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g,1
석류의 칼로리는 몇이야?,(1개)당 - 칼로리: 105kcal | 지방: 0.46g | 탄수화물: 26.44g | 단백질: 1.46g,1
석류콜라겐 500의 칼로리는 몇이야?,(1인분)  (140ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 0.50g,1
설탕 대신 올리고당 사과잼의 칼로리는 몇이야?,(100g)당 - 칼로리: 260kcal | 지방: 0.00g | 탄수화물: 65.00g | 단백질: 0.00g,1
성게알의 칼로리는 몇이야?,(100g)  당 - 칼로리: 120kcal | 지방: 4.89g | 탄수화물: 3.35g | 단백질: 16.07g,1
세븐업의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 115kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g,1
세상에 없는 루이보스의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 15kcal | 지방: 1.70g | 탄수화물: 13.00g | 단백질: 0.00g,1
소고기 덮밥의 칼로리는 몇이야?,(1인분)  (290g)당 - 칼로리: 535kcal | 지방: 21.00g | 탄수화물: 68.00g | 단백질: 18.00g,1
소다수의 칼로리는 몇이야?,1 캔 또는 병 (470 ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
소다의 칼로리는 몇이야?,1 캔당 - 칼로리: 140kcal | 지방: 0.04g | 탄수화물: 36.05g | 단백질: 0.26g,1
소라의 칼로리는 몇이야?,(100g)  당 - 칼로리: 89kcal | 지방: 0.44g | 탄수화물: 0.77g | 단백질: 19.49g,1
소불고기의 칼로리는 몇이야?,(1인분)당 - 칼로리: 489kcal | 지방: 20.48g | 탄수화물: 15.01g | 단백질: 56.53g,1
소비뇽 블랑 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 121kcal | 지방: 0.00g | 탄수화물: 3.01g | 단백질: 0.10g,1
속풀어유의 칼로리는 몇이야?,1회 (230ml)당 - 칼로리: 170kcal | 지방: 5.10g | 탄수화물: 27.00g | 단백질: 3.60g,1
송어구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 188kcal | 지방: 9.16g | 탄수화물: 0.41g | 단백질: 24.37g,1
송어회의 칼로리는 몇이야?,(100g)  당 - 칼로리: 121kcal | 지방: 3.64g | 탄수화물: 0g | 단백질: 20.52g,1
수퍼 청크 피넛 버터의 칼로리는 몇이야?,2스푼 (32g)당 - 칼로리: 190kcal | 지방: 16.00g | 탄수화물: 6.00g | 단백질: 7.00g,1
수퍼 청키 머쉬룸 소스의 칼로리는 몇이야?,(1인분)  (128g)당 - 칼로리: 90kcal | 지방: 2.00g | 탄수화물: 16.00g | 단백질: 2.00g,1
순 연어까스의 칼로리는 몇이야?,(100g)당 - 칼로리: 145kcal | 지방: 0.80g | 탄수화물: 23.00g | 단백질: 12.00g,1
순수함이 가득한 자몽의 칼로리는 몇이야?,1회 (200ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g,1
숭어회의 칼로리는 몇이야?,(100g)  당 - 칼로리: 117kcal | 지방: 3.79g | 탄수화물: 0.0g | 단백질: 19.35g,1
쉬라 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 123kcal | 지방: 0.00g | 탄수화물: 3.79g | 단백질: 0.10g,1
슈냉 블랑 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 4.90g | 단백질: 0.10g,1
슈웹스 그레이프 토닉의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 128kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g,1
슈웹스 레몬토닉의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 136kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 0.00g,1
슈퍼 100 복숭아의 칼로리는 몇이야?,(1인분)  (90g)당 - 칼로리: 90kcal | 지방: 2.00g | 탄수화물: 15.00g | 단백질: 3.00g,1
슈퍼 100 플레인의 칼로리는 몇이야?,(1인분)  (90g)당 - 칼로리: 60kcal | 지방: 3.00g | 탄수화물: 5.00g | 단백질: 3.00g,1
슈퍼 B-컴플렉스의 칼로리는 몇이야?,1알당 - 칼로리: 3kcal | 지방: 0.00g | 탄수화물: 0.60g | 단백질: 0.00g,1
슈퍼 그레인 생식의 칼로리는 몇이야?,1포 (40g)당 - 칼로리: 150kcal | 지방: 2.10g | 탄수화물: 29.00g | 단백질: 6.00g,1
슈퍼 디럭스의 칼로리는 몇이야?,(1인분)  (134g)당 - 칼로리: 307kcal | 지방: 5.00g | 탄수화물: 5.00g | 단백질: 17.00g,1
슈퍼 쉐이크 오트볼 그레인의 칼로리는 몇이야?,(1인분)  (50g)당 - 칼로리: 210kcal | 지방: 4.70g | 탄수화물: 36.00g | 단백질: 7.00g,1
슈퍼 오메가3의 칼로리는 몇이야?,1캡슐당 - 칼로리: 10kcal | 지방: 1.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
슈퍼 퀴노아 샐러드의 칼로리는 몇이야?,1회 (165g)당 - 칼로리: 120kcal | 지방: 3.50g | 탄수화물: 18.00g | 단백질: 6.00g,1
슈퍼 프로바이오틱스 19의 칼로리는 몇이야?,(1인분)  (2g)당 - 칼로리: 10kcal | 지방: 0.00g | 탄수화물: 2.00g | 단백질: 0.00g,1
슈퍼곡물 12곡 미숫가루의 칼로리는 몇이야?,(1인분)  (20g)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 2.00g,1
슈퍼베리워터주스의 칼로리는 몇이야?,1잔 (300g)당 - 칼로리: 76kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
슈퍼스무디 그린의 칼로리는 몇이야?,(1인분)  (250ml)당 - 칼로리: 135kcal | 지방: 0.20g | 탄수화물: 33.00g | 단백질: 0.00g,1
스노우연어의 칼로리는 몇이야?,1회 (50g)당 - 칼로리: 65kcal | 지방: 2.60g | 탄수화물: 5.00g | 단백질: 5.00g,1
스노우크랩킹의 칼로리는 몇이야?,(100g)당 - 칼로리: 90kcal | 지방: 0.80g | 탄수화물: 9.00g | 단백질: 12.00g,1
스위트아메리카노의 칼로리는 몇이야?,(1인분)  (390ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 1.00g,1
스위티에이드의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 156kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g,1
스위티오 파인애플 540의 칼로리는 몇이야?,1조각 (90g)당 - 칼로리: 55kcal | 지방: 0.00g | 탄수화물: 13.00g | 단백질: 0.60g,1
스위티오 파인애플 컵의 칼로리는 몇이야?,1회 (198g)당 - 칼로리: 125kcal | 지방: 0.40g | 탄수화물: 29.00g | 단백질: 1.00g,1
스카시 플러스 100의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 26.00g | 단백질: 1.00g,1
스태커 2 와퍼의 칼로리는 몇이야?,(1인분)  (424g)당 - 칼로리: 1080kcal | 지방: 29.30g | 탄수화물: 8.90g | 단백질: 58.00g,1
스태커 4 와퍼의 칼로리는 몇이야?,(1인분)  (650g)당 - 칼로리: 1707kcal | 지방: 345.00g | 탄수화물: 11.90g | 단백질: 191.00g,1
스테이크 피자의 칼로리는 몇이야?,2조각 (175g)당 - 칼로리: 459kcal | 지방: 15.00g | 탄수화물: 60.00g | 단백질: 21.00g,1
스팀피쉬 닭가슴살맛의 칼로리는 몇이야?,(100g)당 - 칼로리: 129kcal | 지방: 2.80g | 탄수화물: 13.00g | 단백질: 13.00g,1
스팀피쉬 청양고추의 칼로리는 몇이야?,(100g)당 - 칼로리: 130kcal | 지방: 1.60g | 탄수화물: 16.00g | 단백질: 13.00g,1
스파클링 레몬에이드의 칼로리는 몇이야?,1회 (350ml)당 - 칼로리: 184kcal | 지방: 0.00g | 탄수화물: 46.00g | 단백질: 0.00g,1
스파클링 망고의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 175kcal | 지방: 0.00g | 탄수화물: 44.00g | 단백질: 0.00g,1
스파클링 복숭아의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 200kcal | 지방: 0.00g | 탄수화물: 50.00g | 단백질: 0.00g,1
스파클링 비타민C의 칼로리는 몇이야?,(1인분)  (140ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
스파클링 오렌지의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 155kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g,1
스파클링 유자의 칼로리는 몇이야?,(1캔)(345ml)당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 0.00g,1
스파클링 청포도의 칼로리는 몇이야?,(1캔)(345ml)당 - 칼로리: 128kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g,1
스파클링 파인애플의 칼로리는 몇이야?,(1인분)  (355ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
스파클링 패션후르츠의 칼로리는 몇이야?,(1인분)  (355ml)당 - 칼로리: 145kcal | 지방: 0.00g | 탄수화물: 36.00g | 단백질: 0.00g,1
스프라이트 (210ml)의 칼로리는 몇이야?,(1캔)(210ml)당 - 칼로리: 100kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 0.00g,1
스프라이트 (250ml)의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 112kcal | 지방: 0.00g | 탄수화물: 28.00g | 단백질: 0.00g,1
시그니춰 썬스위트 건자두의 칼로리는 몇이야?,(100g)당 - 칼로리: 234kcal | 지방: 0.00g | 탄수화물: 61.00g | 단백질: 2.00g,1
시그니춰 쓰리베리 블렌드의 칼로리는 몇이야?,(100g)당 - 칼로리: 55kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 1.00g,1
시금치나물의 칼로리는 몇이야?,1 소접시당 - 칼로리: 57kcal | 지방: 3.08g | 탄수화물: 6.16g | 단백질: 2.74g,1
시래기나물의 칼로리는 몇이야?,1 소접시당 - 칼로리: 71kcal | 지방: 4.45g | 탄수화물: 6.39g | 단백질: 3.13g,1
시래기의 칼로리는 몇이야?,(100g)  당 - 칼로리: 32kcal | 지방: 0.75g | 탄수화물: 5.71g | 단백질: 1.66g,1
식물성유산균 레드&오메가의 칼로리는 몇이야?,1회 (130ml)당 - 칼로리: 70kcal | 지방: 1.90g | 탄수화물: 16.00g | 단백질: 1.00g,1
식물성유산균 위&캡슐의 칼로리는 몇이야?,(1인분)  (130ml)당 - 칼로리: 65kcal | 지방: 0.60g | 탄수화물: 15.00g | 단백질: 1.00g,1
식사용 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 4.03g | 단백질: 0.10g,1
식이섬유 오렌지&망고의 칼로리는 몇이야?,1병 (300ml)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 37.00g | 단백질: 0.50g,1
식초에 절인 청어의 칼로리는 몇이야?,1 조각당 - 칼로리: 39kcal | 지방: 2.70g | 탄수화물: 1.45g | 단백질: 2.13g,1
심플하게 티 밀크티의 칼로리는 몇이야?,1병 (275g)당 - 칼로리: 185kcal | 지방: 7.00g | 탄수화물: 25.00g | 단백질: 6.00g,1
싸이버거의 칼로리는 몇이야?,1개 (200g)당 - 칼로리: 506kcal | 지방: 6.00g | 탄수화물: 90.00g | 단백질: 23.00g,1
쌍쌍 맛살의 칼로리는 몇이야?,(100g)당 - 칼로리: 100kcal | 지방: 0.70g | 탄수화물: 13.00g | 단백질: 10.00g,1
써니텐 파인애플향의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
썬골드키위의 칼로리는 몇이야?,(1인분)  (90g)당 - 칼로리: 48kcal | 지방: 0.30g | 탄수화물: 10.00g | 단백질: 0.80g,1
썬업 과일야채샐러드 녹황의 칼로리는 몇이야?,(1인분)  (200g)당 - 칼로리: 84kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 1.00g,1
썬업 과일야채샐러드 레드의 칼로리는 몇이야?,1회 (200g)당 - 칼로리: 83kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 1.00g,1
쏘이버거 패티의 칼로리는 몇이야?,(100g)당 - 칼로리: 235kcal | 지방: 8.00g | 탄수화물: 27.00g | 단백질: 13.00g,1
쏠+의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 105kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 0.00g,1
씨프로틴의 칼로리는 몇이야?,(1인분)  (100g)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 9.60g | 단백질: 12.00g,1
아귀찜의 칼로리는 몇이야?,(1인분)당 - 칼로리: 516kcal | 지방: 18.92g | 탄수화물: 46.04g | 단백질: 43.13g,1
아데스 오리지널의 칼로리는 몇이야?,(1인분)  (210ml)당 - 칼로리: 50kcal | 지방: 2.40g | 탄수화물: 6.00g | 단백질: 1.00g,1
아란시아타의 칼로리는 몇이야?,(1인분)  (330ml)당 - 칼로리: 117kcal | 지방: 1.00g | 탄수화물: 26.00g | 단백질: 1.00g,1
아람드리 포도의 칼로리는 몇이야?,1팩 (138ml)당 - 칼로리: 55kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g,1
아로니아의 칼로리는 몇이야?,(100g)  당 - 칼로리: 52kcal | 지방: 0.31g | 탄수화물: 12.67g | 단백질: 1.38g,1
아마존시크릿 아사이베리의 칼로리는 몇이야?,(1컵) (250ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g,1
아메리칸 타입 포도의 칼로리는 몇이야?,1 송이당 - 칼로리: 2kcal | 지방: 0.01g | 탄수화물: 0.41g | 단백질: 0.02g,1
아몬드 와플의 칼로리는 몇이야?,1봉 (18g)당 - 칼로리: 90kcal | 지방: 4.70g | 탄수화물: 11.00g | 단백질: 1.00g,1
아시아 배의 칼로리는 몇이야?,(1개) 크기 5.5 cm x 지름 6.5 cm당 - 칼로리: 51kcal | 지방: 0.28g | 탄수화물: 12.99g | 단백질: 0.61g,1
아오리사과의 칼로리는 몇이야?,(1개)당 - 칼로리: 132kcal | 지방: 0.42g | 탄수화물: 34.88g | 단백질: 0.65g,1
아이리쉬포테이토피자의 칼로리는 몇이야?,2조각 (176g)당 - 칼로리: 460kcal | 지방: 12.00g | 탄수화물: 68.00g | 단백질: 20.00g,1
아임그린 셀러리의 칼로리는 몇이야?,(1인분)  (150ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 1.00g,1
아임리얼 시트러스러브의 칼로리는 몇이야?,1회 (190ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 1.00g,1
아임소다다의 칼로리는 몇이야?,100ml당 - 칼로리: 44kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g,1
아침에사과의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
아쿠아온260의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g,1
아티제 얼그레이 티라떼의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 176kcal | 지방: 2.70g | 탄수화물: 35.00g | 단백질: 3.00g,1
안심 페퍼의 칼로리는 몇이야?,(100g)당 - 칼로리: 115kcal | 지방: 2.10g | 탄수화물: 3.00g | 단백질: 21.00g,1
안심오븐구이 페퍼의 칼로리는 몇이야?,(100g)당 - 칼로리: 115kcal | 지방: 2.10g | 탄수화물: 3.00g | 단백질: 21.00g,1
알라스카 연어캔의 칼로리는 몇이야?,(100g)당 - 칼로리: 215kcal | 지방: 21.00g | 탄수화물: 0.00g | 단백질: 15.00g,1
알로에 오리지널의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g,1
알로에 화이바의 칼로리는 몇이야?,(1컵) (250ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g,1
알로에의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
