Q,A,label
꿩불고기의 칼로리는 얼마야?,꿩불고기의 영양성분은 500g당 | 에너지(㎉) : 368 | 수분(g) : 412 | 단백질(g) : 33 | 지방(g) : 8 | 총 식이섬유(g) : 39 | 칼슘(㎎) : 9 | 철(㎍) : 105 | 칼륨(㎎) : 4 | 나트륨(㎎) : 1243,1
초콜릿 밀크의 칼로리는 얼마야?,초콜릿 밀크의 영양성분은 360mL당 | 에너지(㎉) : 204 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 초콜릿 밀크의 칼로리는 얼마야?,아이스 초콜릿 밀크의 영양성분은 420mL당 | 에너지(㎉) : 169 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
그린티 라떼 의 칼로리는 얼마야?,그린티 라떼 의 영양성분은 360mL당 | 에너지(㎉) : 146 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 그린티 라떼 의 칼로리는 얼마야?,아이스 그린티 라떼 의 영양성분은 420mL당 | 에너지(㎉) : 111 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 밀크티의 칼로리는 얼마야?,아이스 밀크티의 영양성분은 420mL당 | 에너지(㎉) : 90 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
레드벨벳 라떼의 칼로리는 얼마야?,레드벨벳 라떼의 영양성분은 360mL당 | 에너지(㎉) : 211 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 레드벨벳 라떼의 칼로리는 얼마야?,아이스 레드벨벳 라떼의 영양성분은 420mL당 | 에너지(㎉) : 114 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
다크 쇼콜라의 칼로리는 얼마야?,다크 쇼콜라의 영양성분은 294mL당 | 에너지(㎉) : 246 | 수분(g) : 0 | 단백질(g) : 11 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 다크 쇼콜라의 칼로리는 얼마야?,아이스 다크 쇼콜라의 영양성분은 144mL당 | 에너지(㎉) : 171 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 피치플럼 빙수의 칼로리는 얼마야?,2019 피치플럼 빙수의 영양성분은 392.5mL당 | 에너지(㎉) : 121 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
에스프레소 프라노베의 칼로리는 얼마야?,에스프레소 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 153 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
모카 프라노베의 칼로리는 얼마야?,모카 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 179 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
카라멜 프라노베의 칼로리는 얼마야?,카라멜 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 212 | 수분(g) : 0 | 단백질(g) : 4 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
초코 프라노베의 칼로리는 얼마야?,초코 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 228 | 수분(g) : 0 | 단백질(g) : 7 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
넛츠 프라노베의 칼로리는 얼마야?,넛츠 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 290 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
그린티 프라노베의 칼로리는 얼마야?,그린티 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 154 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자바칩 프라노베의 칼로리는 얼마야?,자바칩 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 313 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
쿠키앤크림 프라노베의 칼로리는 얼마야?,쿠키앤크림 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 317 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
다크쇼콜라 프라노베의 칼로리는 얼마야?,다크쇼콜라 프라노베의 영양성분은 420mL당 | 에너지(㎉) : 230 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스무벨라 딸기의 칼로리는 얼마야?,스무벨라 딸기의 영양성분은 420mL당 | 에너지(㎉) : 52 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스무벨라 키위의 칼로리는 얼마야?,스무벨라 키위의 영양성분은 420mL당 | 에너지(㎉) : 48 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스무벨라 망고의 칼로리는 얼마야?,스무벨라 망고의 영양성분은 420mL당 | 에너지(㎉) : 12 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
베리베리 스무벨라의 칼로리는 얼마야?,베리베리 스무벨라의 영양성분은 420mL당 | 에너지(㎉) : 54 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
요거스무벨라 플레인의 칼로리는 얼마야?,요거스무벨라 플레인의 영양성분은 420mL당 | 에너지(㎉) : 119 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
요거스무벨라 딸기의 칼로리는 얼마야?,요거스무벨라 딸기의 영양성분은 420mL당 | 에너지(㎉) : 98 | 수분(g) : 0 | 단백질(g) : 4 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
요거스무벨라 블루베리의 칼로리는 얼마야?,요거스무벨라 블루베리의 영양성분은 420mL당 | 에너지(㎉) : 98 | 수분(g) : 0 | 단백질(g) : 4 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
맑은 유자 플럼 티의 칼로리는 얼마야?,맑은 유자 플럼 티의 영양성분은 360mL당 | 에너지(㎉) : 15 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 맑은 유자 플럼 티의 칼로리는 얼마야?,아이스 맑은 유자 플럼 티의 영양성분은 420mL당 | 에너지(㎉) : 15 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
시나몬 진저 티의 칼로리는 얼마야?,시나몬 진저 티의 영양성분은 360mL당 | 에너지(㎉) : 10 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 시나몬 진저 티의 칼로리는 얼마야?,아이스 시나몬 진저 티의 영양성분은 420mL당 | 에너지(㎉) : 10 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
맑은 배 도라지 티의 칼로리는 얼마야?,맑은 배 도라지 티의 영양성분은 360mL당 | 에너지(㎉) : 12 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 맑은 배 도라지 티의 칼로리는 얼마야?,아이스 맑은 배 도라지 티의 영양성분은 420mL당 | 에너지(㎉) : 12 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
레드클렌즈의 칼로리는 얼마야?,레드클렌즈의 영양성분은 240mL당 | 에너지(㎉) : 40 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
루트클렌즈의 칼로리는 얼마야?,루트클렌즈의 영양성분은 240mL당 | 에너지(㎉) : 54 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
엘로우 클렌즈의 칼로리는 얼마야?,엘로우 클렌즈의 영양성분은 240mL당 | 에너지(㎉) : 23 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
그린 클렌즈의 칼로리는 얼마야?,그린 클렌즈의 영양성분은 240mL당 | 에너지(㎉) : 70 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자몽 에이드 의 칼로리는 얼마야?,자몽 에이드 의 영양성분은 420mL당 | 에너지(㎉) : 29 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
얼그레이 클래식 의 칼로리는 얼마야?,얼그레이 클래식 의 영양성분은 360mL당 | 에너지(㎉) : 0 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
캐모마일 의 칼로리는 얼마야?,캐모마일 의 영양성분은 360mL당 | 에너지(㎉) : 3 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
머스캣의 칼로리는 얼마야?,머스캣의 영양성분은 360mL당 | 에너지(㎉) : 6 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
루이보스 슈가플럼 의 칼로리는 얼마야?,루이보스 슈가플럼 의 영양성분은 360mL당 | 에너지(㎉) : 0 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 레몬 티의 칼로리는 얼마야?,아이스 레몬 티의 영양성분은 420mL당 | 에너지(㎉) : 25 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 자몽 티의 칼로리는 얼마야?,아이스 자몽 티의 영양성분은 420mL당 | 에너지(㎉) : 25 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 딸기 빙수의 칼로리는 얼마야?,2019 딸기 빙수의 영양성분은 536mL당 | 에너지(㎉) : 141 | 수분(g) : 0 | 단백질(g) : 17 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 곡물 팥빙수의 칼로리는 얼마야?,2019 곡물 팥빙수의 영양성분은 430.5mL당 | 에너지(㎉) : 260 | 수분(g) : 0 | 단백질(g) : 32 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 포도 빙수의 칼로리는 얼마야?,2019 포도 빙수의 영양성분은 463mL당 | 에너지(㎉) : 124 | 수분(g) : 0 | 단백질(g) : 10 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 곡물 팥빙수(SNOW)의 칼로리는 얼마야?,2019 곡물 팥빙수(SNOW)의 영양성분은 657.5mL당 | 에너지(㎉) : 341 | 수분(g) : 0 | 단백질(g) : 29 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 딸기 요거트 빙수(SNOW)의 칼로리는 얼마야?,2019 딸기 요거트 빙수(SNOW)의 영양성분은 651.5mL당 | 에너지(㎉) : 218 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 피치플럼 빙수(SNOW)의 칼로리는 얼마야?,2019 피치플럼 빙수(SNOW)의 영양성분은 538mL당 | 에너지(㎉) : 190 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 포도 빙수(SNOW)의 칼로리는 얼마야?,2019 포도 빙수(SNOW)의 영양성분은 647mL당 | 에너지(㎉) : 188 | 수분(g) : 0 | 단백질(g) : 11 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
2019 쿠키앤초코 빙수(SNOW)의 칼로리는 얼마야?,2019 쿠키앤초코 빙수(SNOW)의 영양성분은 467mL당 | 에너지(㎉) : 367 | 수분(g) : 0 | 단백질(g) : 11 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
콘 소시지의 칼로리는 얼마야?,콘 소시지의 영양성분은 145g당 | 에너지(㎉) : 905 | 수분(g) : 0 | 단백질(g) : 12 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
소시지 치즈 롤의 칼로리는 얼마야?,소시지 치즈 롤의 영양성분은 148g당 | 에너지(㎉) : 972 | 수분(g) : 0 | 단백질(g) : 12 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
콘 치즈의 칼로리는 얼마야?,콘 치즈의 영양성분은 143g당 | 에너지(㎉) : 505 | 수분(g) : 0 | 단백질(g) : 7 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
슈크림 브레드의 칼로리는 얼마야?,슈크림 브레드의 영양성분은 183.5g당 | 에너지(㎉) : 90 | 수분(g) : 0 | 단백질(g) : 12 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
고구마 치즈 브레드의 칼로리는 얼마야?,고구마 치즈 브레드의 영양성분은 172g당 | 에너지(㎉) : 289 | 수분(g) : 0 | 단백질(g) : 13 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
허니 갈릭 부기브레드의 칼로리는 얼마야?,허니 갈릭 부기브레드의 영양성분은 170g당 | 에너지(㎉) : 492 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스윗 칠리 부기브레드의 칼로리는 얼마야?,스윗 칠리 부기브레드의 영양성분은 170g당 | 에너지(㎉) : 470 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이스 크로칸 슈의 칼로리는 얼마야?,아이스 크로칸 슈의 영양성분은 80g당 | 에너지(㎉) : 135 | 수분(g) : 0 | 단백질(g) : 7 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
미니 허니브레드 _ 플레인의 칼로리는 얼마야?,미니 허니브레드 _ 플레인의 영양성분은 130g당 | 에너지(㎉) : 280 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
미니 허니브레드 _ 초코의 칼로리는 얼마야?,미니 허니브레드 _ 초코의 영양성분은 130g당 | 에너지(㎉) : 288 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
미니 허니브레드 _ 카라멜의 칼로리는 얼마야?,미니 허니브레드 _ 카라멜의 영양성분은 130g당 | 에너지(㎉) : 276 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
미니 허니브레드 _ 녹차의 칼로리는 얼마야?,미니 허니브레드 _ 녹차의 영양성분은 130g당 | 에너지(㎉) : 270 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
컬러 베이글의 칼로리는 얼마야?,컬러 베이글의 영양성분은 110g당 | 에너지(㎉) : 161 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
버터 카야 토스트의 칼로리는 얼마야?,버터 카야 토스트의 영양성분은 128g당 | 에너지(㎉) : 131 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
카야토스트의 칼로리는 얼마야?,카야토스트의 영양성분은 89g당 | 에너지(㎉) : 501 | 수분(g) : 0 | 단백질(g) : 20 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
블루베리 토스트의 칼로리는 얼마야?,블루베리 토스트의 영양성분은 95g당 | 에너지(㎉) : 514 | 수분(g) : 0 | 단백질(g) : 8 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스낵의 정석(오리지널)의 칼로리는 얼마야?,스낵의 정석(오리지널)의 영양성분은 30g당 | 에너지(㎉) : 40 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스낵의 정석(그린애플)의 칼로리는 얼마야?,스낵의 정석(그린애플)의 영양성분은 30g당 | 에너지(㎉) : 70 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
더치커피(에티오피아 예가체프)의 칼로리는 얼마야?,더치커피(에티오피아 예가체프)의 영양성분은 375g당 | 에너지(㎉) : 0 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
더치커피(케냐AA)의 칼로리는 얼마야?,더치커피(케냐AA)의 영양성분은 375g당 | 에너지(㎉) : 0 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
오리지널 핫도그의 칼로리는 얼마야?,오리지널 핫도그의 영양성분은 143g당 | 에너지(㎉) : 292 | 수분(g) : 0 | 단백질(g) : 14 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
어니언 핫도그의 칼로리는 얼마야?,어니언 핫도그의 영양성분은 156g당 | 에너지(㎉) : 359 | 수분(g) : 0 | 단백질(g) : 14 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
렐리쉬 핫도그의 칼로리는 얼마야?,렐리쉬 핫도그의 영양성분은 173g당 | 에너지(㎉) : 322 | 수분(g) : 0 | 단백질(g) : 14 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
화이트 렐리쉬 핫도그의 칼로리는 얼마야?,화이트 렐리쉬 핫도그의 영양성분은 178g당 | 에너지(㎉) : 342 | 수분(g) : 0 | 단백질(g) : 16 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
할리피뇨치즈 핫도그의 칼로리는 얼마야?,할리피뇨치즈 핫도그의 영양성분은 178g당 | 에너지(㎉) : 342 | 수분(g) : 0 | 단백질(g) : 16 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
시카고 핫도그의 칼로리는 얼마야?,시카고 핫도그의 영양성분은 181g당 | 에너지(㎉) : 305 | 수분(g) : 0 | 단백질(g) : 14 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
칠리치즈 핫도그의 칼로리는 얼마야?,칠리치즈 핫도그의 영양성분은 161g당 | 에너지(㎉) : 350 | 수분(g) : 0 | 단백질(g) : 16 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
튜나마요 핫도그의 칼로리는 얼마야?,튜나마요 핫도그의 영양성분은 161g당 | 에너지(㎉) : 383 | 수분(g) : 0 | 단백질(g) : 16 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
페퍼로니 핫도그의 칼로리는 얼마야?,페퍼로니 핫도그의 영양성분은 161g당 | 에너지(㎉) : 398 | 수분(g) : 0 | 단백질(g) : 16 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
